Datum;Unfaelle_mit_Alkoholeinfluss;Unfaelle_Fahrrad;Unfaelle_Motorrad_roller;Verunglueckte_Kinder_u15J;Verunglueckte_Fussgaenger;Verunglueckte_auf_EScooter;Getoetete_insgesamt;PKWPersschaden
08.09.2023;145;512;158;121;104;45;10;932
09.09.2023;240;440;152;93;77;29;13;644
10.09.2023;218;354;145;73;42;28;11;483
11.09.2023;71;494;97;115;86;60;13;852
12.09.2023;76;413;70;133;91;31;15;785
13.09.2023;65;343;44;96;94;36;13;682
14.09.2023;90;454;87;117;97;33;19;752
15.09.2023;112;474;118;170;103;44;12;880
16.09.2023;180;390;126;106;74;35;10;603
17.09.2023;210;368;144;74;42;29;11;471
18.09.2023;68;376;41;121;87;29;10;711
19.09.2023;60;372;64;106;86;37;5;690
20.09.2023;80;443;97;114;101;33;3;727
21.09.2023;90;439;77;103;78;41;7;747
22.09.2023;118;320;50;113;93;29;6;742
23.09.2023;163;216;64;63;54;25;5;480
24.09.2023;176;293;119;67;52;30;10;466
25.09.2023;69;395;75;96;88;40;15;756
26.09.2023;70;444;85;105;96;37;11;829
27.09.2023;69;490;75;129;109;30;14;769
28.09.2023;86;475;92;133;98;32;10;786
29.09.2023;124;390;85;122;81;49;12;791
30.09.2023;167;298;104;95;67;33;10;578
01.10.2023;157;295;139;46;41;30;13;427
02.10.2023;93;346;93;86;100;45;13;678
03.10.2023;137;219;77;52;33;23;10;367
04.10.2023;58;329;52;96;87;27;5;643
05.10.2023;61;325;42;90;83;31;5;660
06.10.2023;90;327;78;104;83;31;3;725
07.10.2023;154;217;75;65;64;31;15;508
08.10.2023;163;196;84;46;45;24;11;379
09.10.2023;71;292;53;97;84;25;16;702
10.10.2023;56;376;74;103;92;40;10;794
11.10.2023;89;410;102;95;105;34;11;784
12.10.2023;82;306;44;85;100;36;5;733
13.10.2023;126;406;84;105;116;35;18;851
14.10.2023;168;181;31;64;73;23;8;492
15.10.2023;162;95;27;48;46;16;6;340
16.10.2023;58;271;37;108;101;27;10;707
17.10.2023;66;274;32;84;69;36;7;670
18.10.2023;49;255;28;77;80;26;3;581
19.10.2023;103;294;35;81;91;22;11;804
20.10.2023;107;222;33;81;112;24;13;845
21.10.2023;153;203;56;83;67;21;5;539
22.10.2023;162;135;49;46;30;14;1;315
23.10.2023;55;279;35;75;102;28;5;615
24.10.2023;85;238;23;63;100;19;7;752
25.10.2023;65;276;38;78;106;31;10;711
26.10.2023;54;263;22;57;103;20;8;673
27.10.2023;97;254;21;85;133;30;10;803
28.10.2023;153;162;28;49;72;29;8;504
29.10.2023;165;124;30;43;41;18;7;389
30.10.2023;77;247;42;56;104;26;7;728
31.10.2023;121;187;17;75;105;25;5;615
01.11.2023;148;245;28;37;78;29;8;499
02.11.2023;72;204;17;57;95;29;7;583
03.11.2023;87;223;22;66;84;23;1;585
04.11.2023;153;130;15;67;67;26;7;471
05.11.2023;140;73;6;33;36;13;8;339
06.11.2023;66;277;23;62;115;24;7;728
07.11.2023;63;261;15;84;94;33;8;701
08.11.2023;61;290;19;65;93;17;14;658
09.11.2023;61;228;24;94;117;21;9;697
10.11.2023;104;247;22;95;122;34;7;751
11.11.2023;164;142;12;53;85;24;10;513
12.11.2023;165;93;15;29;51;9;5;329
13.11.2023;58;245;12;85;149;33;6;826
14.11.2023;76;247;7;67;147;18;10;737
15.11.2023;74;243;18;69;114;28;6;729
16.11.2023;86;270;16;76;147;30;6;785
17.11.2023;91;203;21;56;86;25;6;675
18.11.2023;179;106;5;30;99;19;5;498
19.11.2023;154;88;7;35;31;13;3;345
20.11.2023;70;209;15;65;113;20;7;736
21.11.2023;65;250;12;67;103;24;5;652
22.11.2023;63;199;19;60;96;32;5;550
23.11.2023;71;228;13;72;126;24;10;709
24.11.2023;95;218;11;95;168;17;11;928
25.11.2023;175;105;7;54;94;16;6;619
26.11.2023;169;47;9;24;40;10;7;305
27.11.2023;67;229;7;91;228;27;9;1007
28.11.2023;77;189;9;75;111;23;4;769
29.11.2023;73;140;5;57;101;17;10;648
30.11.2023;82;162;6;57;147;10;4;680
01.12.2023;93;121;6;71;104;8;16;702
02.12.2023;157;50;0;40;69;13;2;422
03.12.2023;151;30;6;33;48;6;5;292
04.12.2023;56;123;2;53;108;12;6;684
05.12.2023;64;139;1;57;148;18;10;752
06.12.2023;74;129;9;66;105;10;4;600
07.12.2023;59;214;4;58;147;18;11;689
08.12.2023;92;126;8;65;131;12;10;657
09.12.2023;174;105;4;44;125;8;10;549
10.12.2023;140;38;4;31;47;9;4;279
11.12.2023;69;178;13;46;149;18;18;693
12.12.2023;57;193;8;78;156;28;4;689
13.12.2023;58;173;9;84;158;16;10;667
14.12.2023;89;173;12;82;150;19;9;648
15.12.2023;113;164;12;71;131;24;10;618
16.12.2023;179;112;14;37;71;17;6;427
17.12.2023;168;73;17;27;34;12;5;290
18.12.2023;80;210;8;68;140;22;15;741
19.12.2023;71;219;5;88;201;22;5;784
20.12.2023;91;165;5;78;149;22;6;632
21.12.2023;90;153;4;79;196;17;12;756
22.12.2023;140;127;1;60;162;21;9;698
23.12.2023;130;52;1;62;94;16;6;461
24.12.2023;121;24;5;21;40;8;5;235
25.12.2023;79;32;5;29;29;5;5;246
26.12.2023;79;27;9;23;22;8;1;225
27.12.2023;71;110;8;34;51;10;4;405
28.12.2023;66;94;10;42;57;13;5;373
29.12.2023;86;78;14;40;72;16;6;378
30.12.2023;93;96;18;45;48;11;6;300
31.12.2023;74;28;10;13;27;2;4;152
01.01.2024;174;40;6;16;37;8;7;215
02.01.2024;53;100;5;50;145;16;14;557
03.01.2024;47;107;6;33;83;12;6;427
04.01.2024;53;118;10;50;96;15;5;484
05.01.2024;87;112;11;46;78;18;5;495
06.01.2024;103;55;2;43;49;10;2;381
07.01.2024;111;31;7;20;22;5;5;249
08.01.2024;56;122;5;39;99;14;4;527
09.01.2024;40;148;3;53;102;19;4;575
10.01.2024;50;140;3;62;93;11;8;548
11.01.2024;55;150;4;70;123;17;7;710
12.01.2024;71;159;4;58;98;16;5;604
13.01.2024;154;78;3;33;65;11;4;383
14.01.2024;124;38;4;35;35;8;5;256
15.01.2024;55;147;14;56;101;15;10;822
16.01.2024;69;111;3;40;91;15;7;647
17.01.2024;46;93;2;42;72;7;6;558
18.01.2024;52;104;2;54;101;7;5;586
19.01.2024;72;84;4;52;109;9;8;614
20.01.2024;107;53;5;29;49;7;4;389
21.01.2024;95;32;3;18;21;5;2;214
22.01.2024;34;141;6;52;107;12;5;530
23.01.2024;40;176;7;55;128;24;4;727
24.01.2024;43;132;11;35;96;18;7;494
25.01.2024;54;139;12;56;84;23;8;515
26.01.2024;76;138;11;59;107;19;8;591
27.01.2024;165;146;29;39;79;14;2;487
28.01.2024;109;101;21;35;42;14;3;309
29.01.2024;43;186;19;44;78;23;2;543
30.01.2024;49;153;14;51;77;17;9;491
31.01.2024;46;199;11;51;70;29;4;487
01.02.2024;55;167;8;58;113;36;6;593
02.02.2024;76;179;24;63;97;28;7;542
03.02.2024;163;110;8;31;63;13;4;355
04.02.2024;112;54;11;27;51;7;5;260
05.02.2024;52;181;16;50;107;26;3;550
06.02.2024;34;140;11;43;83;24;3;483
07.02.2024;76;167;8;44;116;15;6;572
08.02.2024;82;159;6;49;117;22;7;584
09.02.2024;119;158;3;55;112;25;11;614
10.02.2024;149;137;27;34;45;15;5;369
11.02.2024;158;63;10;26;36;7;4;237
12.02.2024;83;125;9;30;72;16;9;417
13.02.2024;52;171;20;43;78;21;6;460
14.02.2024;56;151;8;54;102;20;5;551
15.02.2024;70;200;21;42;80;24;7;586
16.02.2024;98;171;24;48;78;25;7;518
17.02.2024;137;113;32;32;43;14;7;350
18.02.2024;116;75;16;30;33;16;3;246
19.02.2024;48;187;13;61;95;15;2;556
20.02.2024;41;181;11;58;75;16;7;454
21.02.2024;61;175;17;65;81;15;6;470
22.02.2024;61;199;10;52;99;25;17;594
23.02.2024;77;169;19;52;72;15;5;486
24.02.2024;123;106;11;62;51;22;6;407
25.02.2024;127;86;32;37;21;8;3;249
26.02.2024;60;169;12;62;86;13;4;535
27.02.2024;43;176;20;67;84;10;3;503
28.02.2024;51;168;18;54;68;14;8;475
29.02.2024;61;233;48;68;75;42;7;631
01.03.2024;91;227;41;70;74;36;5;657
02.03.2024;141;181;75;62;73;21;13;490
03.03.2024;115;195;116;62;44;12;8;387
04.03.2024;58;205;29;67;83;26;7;526
05.03.2024;67;194;18;63;75;24;5;530
06.03.2024;61;181;28;67;90;28;12;545
07.03.2024;56;196;26;69;55;26;8;495
08.03.2024;87;221;47;84;102;20;6;688
09.03.2024;138;196;88;68;54;13;10;495
10.03.2024;127;105;41;30;28;11;7;254
11.03.2024;52;214;24;58;77;18;7;573
12.03.2024;49;206;23;74;71;22;1;551
13.03.2024;53;247;14;73;75;14;4;606
14.03.2024;56;282;74;77;83;31;12;653
15.03.2024;85;227;33;93;89;33;4;647
16.03.2024;136;139;25;54;60;20;7;457
17.03.2024;126;135;63;39;35;7;5;292
18.03.2024;54;217;27;60;72;22;12;564
19.03.2024;56;260;36;86;64;28;4;588
20.03.2024;55;297;77;98;92;26;9;673
21.03.2024;56;225;37;78;86;23;4;598
22.03.2024;83;246;55;73;86;16;3;620
23.03.2024;111;101;12;62;54;11;9;438
24.03.2024;120;45;6;41;22;13;4;278
25.03.2024;47;198;24;51;74;14;6;503
26.03.2024;59;230;51;64;70;21;1;576
27.03.2024;63;191;36;56;67;15;8;528
28.03.2024;85;169;29;60;68;25;6;591
29.03.2024;103;112;42;41;20;11;3;259
30.03.2024;126;225;91;62;57;16;4;454
31.03.2024;135;155;69;30;41;17;5;294
01.04.2024;95;67;23;40;22;17;7;272
02.04.2024;60;180;27;70;70;23;3;574
03.04.2024;47;168;12;49;68;18;5;507
04.04.2024;51;172;16;66;70;14;6;607
05.04.2024;82;249;91;81;88;19;7;632
06.04.2024;164;405;243;83;67;25;14;612
07.04.2024;141;317;170;65;39;26;10;393
08.04.2024;62;411;96;124;87;32;10;805
09.04.2024;55;292;41;104;95;25;4;625
10.04.2024;67;273;45;84;79;25;4;615
11.04.2024;61;320;56;93;97;31;3;708
12.04.2024;120;381;88;107;91;33;9;763
13.04.2024;171;367;189;96;73;34;9;642
14.04.2024;152;292;134;62;51;23;14;451
15.04.2024;52;253;27;78;95;32;7;652
16.04.2024;54;199;22;79;90;24;6;633
17.04.2024;54;236;19;82;83;33;4;713
18.04.2024;73;219;31;81;92;39;5;655
19.04.2024;83;157;9;82;96;11;13;656
20.04.2024;141;105;25;65;38;21;7;429
21.04.2024;139;69;17;44;22;11;5;310
22.04.2024;46;198;22;69;71;20;7;503
23.04.2024;65;251;27;72;96;23;3;581
24.04.2024;57;211;20;68;63;14;6;583
25.04.2024;72;229;25;88;85;28;14;633
26.04.2024;79;229;41;82;92;29;12;576
27.04.2024;194;296;121;80;68;34;10;536
28.04.2024;159;243;123;62;32;22;14;389
29.04.2024;63;398;95;90;80;33;8;726
30.04.2024;119;471;124;142;143;45;8;922
01.05.2024;253;549;229;90;58;37;18;507
02.05.2024;77;451;79;120;105;47;13;829
03.05.2024;74;264;32;85;84;35;6;628
04.05.2024;144;302;80;85;63;25;11;496
05.05.2024;128;172;53;44;35;19;2;363
06.05.2024;53;305;44;84;74;26;4;708
07.05.2024;48;298;40;84;93;30;8;614
08.05.2024;87;346;63;108;93;38;5;749
09.05.2024;289;564;212;70;57;38;15;460
10.05.2024;116;377;129;95;98;29;8;675
11.05.2024;117;346;147;103;76;39;12;584
12.05.2024;131;342;151;108;51;37;10;529
13.05.2024;57;449;76;147;138;41;14;935
14.05.2024;59;615;99;148;111;49;7;930
15.05.2024;77;451;74;167;111;41;5;799
16.05.2024;69;455;56;118;102;33;6;814
17.05.2024;80;304;54;116;93;32;4;753
18.05.2024;157;305;71;101;73;28;7;575
19.05.2024;158;230;67;59;46;23;3;361
20.05.2024;96;362;137;81;50;33;9;448
21.05.2024;84;298;42;80;78;22;6;676
22.05.2024;60;290;25;85;65;24;5;622
23.05.2024;68;368;75;102;97;30;10;673
24.05.2024;82;295;51;91;71;25;6;721
25.05.2024;169;276;73;84;89;30;5;513
26.05.2024;142;363;108;55;35;20;12;417
27.05.2024;55;325;47;93;52;33;8;646
28.05.2024;64;337;57;102;96;36;5;676
29.05.2024;82;310;43;103;92;28;6;735
30.05.2024;110;293;57;82;64;26;6;513
31.05.2024;117;272;51;84;81;30;5;634
01.06.2024;129;187;56;61;55;31;8;497
02.06.2024;121;150;59;36;31;14;7;328
03.06.2024;69;282;37;91;58;32;11;609
04.06.2024;74;428;78;125;94;30;12;746
05.06.2024;51;390;46;100;85;32;7;706
06.06.2024;77;433;90;151;121;45;10;770
07.06.2024;114;425;120;152;99;52;11;764
08.06.2024;176;364;138;97;66;44;15;572
09.06.2024;167;308;120;83;51;34;5;481
10.06.2024;68;362;61;110;73;38;7;719
11.06.2024;47;337;53;120;84;31;5;722
12.06.2024;51;349;63;113;92;45;4;649
13.06.2024;56;386;86;109;101;35;9;731
14.06.2024;100;310;58;109;72;47;8;657
15.06.2024;165;220;78;70;71;32;6;494
16.06.2024;156;294;86;69;40;25;7;414
17.06.2024;70;355;41;127;102;55;11;712
18.06.2024;83;480;90;129;103;41;8;809
19.06.2024;94;418;68;130;85;35;14;769
20.06.2024;72;420;72;123;91;55;1;736
21.06.2024;102;370;58;138;84;41;4;753
22.06.2024;150;318;90;97;62;33;8;577
23.06.2024;185;314;130;93;35;35;12;439
24.06.2024;91;453;121;107;89;46;13;822
25.06.2024;76;591;133;133;89;56;19;944
26.06.2024;87;501;95;102;101;44;13;781
27.06.2024;78;479;80;149;79;58;11;794
28.06.2024;128;506;100;146;109;61;8;893
29.06.2024;199;384;142;116;82;40;13;621
30.06.2024;179;229;46;46;46;31;8;374
01.07.2024;62;318;44;112;89;41;7;738
02.07.2024;59;319;50;85;64;35;6;696
03.07.2024;61;297;38;86;80;37;10;639
04.07.2024;68;358;53;122;87;55;10;692
05.07.2024;107;373;87;124;88;49;5;719
06.07.2024;173;286;87;71;57;36;9;528
07.07.2024;143;259;120;68;49;20;10;403
08.07.2024;74;398;94;103;79;38;18;694
09.07.2024;85;549;143;100;81;42;6;832
10.07.2024;82;360;57;100;70;48;7;706
11.07.2024;113;437;86;105;80;41;12;741
12.07.2024;108;340;56;104;72;48;10;670
13.07.2024;173;308;94;90;64;48;12;536
14.07.2024;170;335;163;80;47;19;13;450
15.07.2024;86;427;95;93;75;26;10;728
16.07.2024;84;372;59;81;78;45;10;645
17.07.2024;81;367;77;104;85;41;5;643
18.07.2024;79;467;103;111;74;39;3;716
19.07.2024;147;404;141;118;81;50;11;692
20.07.2024;182;369;121;91;45;38;8;570
21.07.2024;160;317;92;68;28;36;5;440
22.07.2024;77;335;66;89;66;41;10;623
23.07.2024;69;385;39;81;84;37;9;649
24.07.2024;79;354;71;96;76;30;10;572
25.07.2024;57;424;98;81;62;35;16;620
26.07.2024;82;328;74;79;63;38;12;589
27.07.2024;179;289;81;66;61;36;5;488
28.07.2024;156;340;138;55;47;35;9;417
29.07.2024;79;402;90;94;60;41;3;667
30.07.2024;81;451;104;96;74;40;13;700
31.07.2024;71;399;98;64;65;38;14;583
01.08.2024;78;364;58;65;68;32;11;663
02.08.2024;130;338;78;88;69;29;7;655
03.08.2024;163;289;83;76;55;43;6;505
04.08.2024;144;253;75;57;31;23;3;367
05.08.2024;86;414;73;84;70;40;7;619
06.08.2024;71;466;116;66;65;32;7;703
07.08.2024;85;402;61;79;57;38;10;620
08.08.2024;82;351;92;77;75;28;7;630
09.08.2024;99;369;86;70;61;30;11;601
10.08.2024;188;349;130;74;66;54;9;563
11.08.2024;174;351;120;73;33;32;18;446
12.08.2024;83;418;73;114;70;42;10;694
13.08.2024;85;370;89;90;67;57;7;637
14.08.2024;67;345;56;61;54;32;9;610
15.08.2024;105;421;100;98;90;41;10;641
16.08.2024;115;408;84;96;70;41;11;670
17.08.2024;157;318;92;47;66;33;12;468
18.08.2024;138;151;53;51;36;25;8;395
19.08.2024;62;341;65;91;63;40;7;619
20.08.2024;50;381;68;77;64;38;7;608
21.08.2024;52;357;76;77;77;44;9;643
22.08.2024;87;397;91;73;74;47;12;618
23.08.2024;98;376;107;100;80;40;13;697
24.08.2024;185;397;134;89;61;63;13;599
25.08.2024;147;230;103;62;35;33;9;388
26.08.2024;73;328;70;92;82;52;9;673
27.08.2024;77;492;101;100;67;43;11;784
28.08.2024;80;468;115;85;81;43;7;776
29.08.2024;95;443;113;114;73;60;13;748
30.08.2024;118;355;120;95;95;44;11;726
31.08.2024;204;364;114;91;71;42;10;549
01.09.2024;192;363;138;80;50;40;8;491
02.09.2024;79;436;75;107;98;45;13;772
03.09.2024;78;423;96;83;86;46;10;710
04.09.2024;64;408;57;104;78;37;16;736
05.09.2024;105;467;95;112;105;59;8;799
06.09.2024;134;447;112;125;85;50;5;779
07.09.2024;188;408;147;95;64;46;6;617
08.09.2024;160;290;106;65;45;28;7;446
09.09.2024;68;297;37;120;95;49;5;788
10.09.2024;49;317;32;77;76;37;10;650
11.09.2024;63;283;36;88;66;47;7;708
12.09.2024;50;289;35;91;71;55;5;627
13.09.2024;106;260;41;111;88;40;11;732
14.09.2024;146;189;69;77;59;21;6;479
15.09.2024;132;140;69;50;40;16;13;346
16.09.2024;46;231;29;65;62;41;10;612
17.09.2024;51;364;64;112;72;45;6;621
18.09.2024;65;431;98;106;84;40;13;672
19.09.2024;73;384;101;122;100;48;7;723
20.09.2024;114;455;152;164;107;56;17;868
21.09.2024;179;361;170;123;83;42;9;681
22.09.2024;160;350;187;71;54;36;15;521
23.09.2024;69;363;46;105;97;46;10;675
24.09.2024;58;292;32;89;89;39;10;717
25.09.2024;74;324;45;95;75;43;9;689
26.09.2024;60;269;35;94;111;41;5;774
27.09.2024;99;267;38;98;120;48;7;735
28.09.2024;168;195;40;83;64;31;5;596
29.09.2024;168;183;77;46;49;23;7;399
30.09.2024;61;272;37;103;93;50;8;674
01.10.2024;63;294;29;95;98;45;6;784
02.10.2024;89;282;27;90;89;38;6;744
03.10.2024;123;113;24;35;32;22;3;252
04.10.2024;100;186;39;66;67;33;6;552
05.10.2024;144;181;55;63;64;32;3;484
06.10.2024;120;122;62;53;36;9;4;355
07.10.2024;76;287;42;79;95;42;6;713
08.10.2024;63;284;39;100;101;49;8;694
09.10.2024;59;322;45;92;86;42;5;750
10.10.2024;79;238;30;90;95;42;10;696
11.10.2024;87;280;40;84;93;45;5;745
12.10.2024;152;172;54;39;45;35;9;432
13.10.2024;149;89;32;43;37;18;7;316
14.10.2024;63;216;26;72;73;35;5;606
15.10.2024;62;270;32;80;74;28;8;634
16.10.2024;64;291;72;77;91;34;10;658
17.10.2024;79;312;64;76;70;37;17;649
18.10.2024;98;294;57;73;78;44;3;663
19.10.2024;156;178;49;56;52;31;6;463
20.10.2024;158;153;89;47;42;26;6;384
21.10.2024;70;287;48;69;90;35;10;685
22.10.2024;51;316;32;71;87;33;12;633
23.10.2024;61;296;41;73;81;32;6;674
24.10.2024;79;292;49;80;79;42;5;704
25.10.2024;112;334;86;98;105;52;11;811
26.10.2024;168;252;79;62;71;23;9;523
27.10.2024;143;169;61;39;20;18;3;327
28.10.2024;52;295;42;74;86;35;7;682
29.10.2024;68;288;34;75;104;43;6;713
30.10.2024;75;300;27;88;76;34;6;671
31.10.2024;109;198;36;66;91;35;5;555
01.11.2024;150;159;31;35;53;24;5;414
02.11.2024;141;151;18;47;68;31;5;415
03.11.2024;128;138;40;43;37;20;6;363
04.11.2024;58;257;26;70;93;38;5;664
05.11.2024;51;248;28;77;103;33;7;676
06.11.2024;63;228;10;76;88;24;4;592
07.11.2024;70;235;22;53;87;28;3;607
08.11.2024;89;188;14;77;87;24;8;536
09.11.2024;139;127;25;56;40;26;8;399
10.11.2024;138;84;18;20;24;15;6;248
11.11.2024;72;264;13;74;113;34;6;776
12.11.2024;51;214;14;85;91;25;7;590
13.11.2024;68;239;15;91;111;42;7;691
14.11.2024;66;245;21;77;111;32;9;761
15.11.2024;110;230;22;72;93;39;13;601
16.11.2024;147;126;14;40;54;27;4;375
17.11.2024;133;53;14;36;34;9;10;317
18.11.2024;63;221;13;71;136;37;10;744
19.11.2024;73;232;13;89;210;32;8;889
20.11.2024;57;202;14;69;122;31;7;679
21.11.2024;59;185;8;59;107;27;10;661
22.11.2024;79;189;8;100;126;32;8;805
23.11.2024;173;128;6;45;67;29;5;512
24.11.2024;119;83;20;18;26;12;2;258
25.11.2024;69;241;17;65;117;33;8;689
26.11.2024;62;267;16;59;108;45;5;727
27.11.2024;68;264;17;74;149;33;6;763
28.11.2024;86;198;14;71;141;35;2;726
29.11.2024;115;229;16;86;132;35;7;742
30.11.2024;165;144;17;55;96;23;4;559
01.12.2024;126;65;9;31;45;14;4;340
02.12.2024;49;203;9;69;129;26;8;744
03.12.2024;54;246;10;92;149;43;6;789
04.12.2024;60;219;15;80;117;40;7;675
05.12.2024;68;226;10;74;171;29;6;784
06.12.2024;97;175;11;71;138;24;7;777
07.12.2024;155;92;3;36;105;15;9;520
08.12.2024;140;62;7;33;51;10;8;329
09.12.2024;52;184;9;80;159;21;8;714
10.12.2024;60;170;9;51;104;39;7;596
11.12.2024;59;170;7;59;95;35;6;583
12.12.2024;58;168;11;71;103;35;8;624
13.12.2024;119;172;6;60;102;29;13;611
14.12.2024;158;87;8;38;85;15;3;429
15.12.2024;170;43;3;22;46;21;6;294
16.12.2024;66;200;14;78;152;35;5;757
17.12.2024;62;194;13;59;89;22;4;611
18.12.2024;74;181;18;80;106;41;7;608
19.12.2024;102;183;9;71;211;45;10;817
20.12.2024;139;172;12;71;112;42;10;694
21.12.2024;155;96;7;53;115;22;8;491
22.12.2024;119;59;4;53;42;12;6;360
23.12.2024;87;123;11;45;127;14;4;574
24.12.2024;93;46;7;28;39;11;6;270
25.12.2024;79;32;2;21;14;6;9;206
26.12.2024;88;41;10;34;25;6;7;246
27.12.2024;86;90;3;40;73;13;7;467
28.12.2024;102;75;2;53;54;14;7;354
29.12.2024;70;30;1;32;23;7;2;190
30.12.2024;73;83;1;36;64;8;8;377
31.12.2024;80;61;2;16;48;6;9;237
